Tweet URL,Targeted Sentiment,Sentence Sentiment,Target
https://twitter.com/demiroluahmet1/status/1266152468976668676,negative,negative,hepsiburada
https://twitter.com/ulankopek/status/1259218654262177793,negative,negative,ekşi sözlük
https://twitter.com/pyuksel/status/1259235231158198275,negative,negative,hepsiburada
https://twitter.com/OmerAkbabaa/status/1217228350596505600,neutral,neutral,turkcell
https://twitter.com/buseegzll/status/1235341185360764929,negative,negative,trendyol
https://twitter.com/deklavye/status/1258545341051228160,negative,negative,trendyol
https://twitter.com/nurrrrrlu/status/1261426392438321153,negative,negative,turkcell
https://twitter.com/saintsayonara/status/1219391401412218880,negative,positive,turkcell
https://twitter.com/1084Buse/status/1236026158749233155,negative,negative,trendyol
https://twitter.com/baysanpamay/status/1222295809217134592,neutral,neutral,turkcell
https://twitter.com/ZehraNazzA/status/1249483125400403969,neutral,neutral,trendyol
https://twitter.com/BBayram2/status/1216852816712605707,positive,positive,trendyol
https://twitter.com/liekmeklipilav/status/1224835828146429952,negative,negative,trendyol
https://twitter.com/ErhanCirak/status/1215674537611866113,negative,negative,hepsiburada
https://twitter.com/Mustafalanfjlan/status/1260336006789726211,neutral,neutral,turkcell
https://twitter.com/naamely/status/1261804924200984577,negative,negative,trendyol
https://twitter.com/1907__tuna/status/1262516829341261825,positive,neutral,turkcell
https://twitter.com/buyis7/status/1213592830263861251,neutral,neutral,whatsapp
https://twitter.com/buseeiiii/status/1218271992652222482,positive,positive,trendyol
https://twitter.com/Bilaldenniz/status/1215414432039350272,neutral,negative,whatsapp
https://twitter.com/karpuzcigdemi/status/1223744344970219520,negative,negative,trendyol
https://twitter.com/MGEsadece/status/1236063755194314752,positive,positive,whatsapp
https://twitter.com/dilankorkmaaz/status/1228070847929298950,neutral,neutral,turkcell
https://twitter.com/Sunay_Acar/status/1231704418581712897,negative,negative,turkcell
https://twitter.com/gizemkrc1220/status/1247211370334113792,neutral,neutral,coca cola
https://twitter.com/nudona_suko/status/1231351063925657600,neutral,negative,whatsapp
https://twitter.com/EsinErdogann/status/1221138069266554881,negative,negative,trendyol
https://twitter.com/caira2016/status/1245091333439660033,negative,negative,ekşi sözlük
https://twitter.com/SedefZenginn/status/1236398320404307969,positive,positive,trendyol
https://twitter.com/seliinayw/status/1265429950062092289,negative,negative,trendyol
https://twitter.com/hkuzu93/status/1213189979096129537,negative,negative,trendyol
https://twitter.com/daniel03419/status/1221210717103316993,neutral,negative,turkcell
https://twitter.com/maybednz/status/1214642209250779136,negative,negative,ekşi sözlük
https://twitter.com/Melihacungur/status/1245781376969949188,negative,negative,coca cola
https://twitter.com/susamiskaktus/status/1222648392091869186,negative,negative,trendyol
https://twitter.com/Damlaiskender1/status/1222988179210481664,negative,negative,trendyol
https://twitter.com/rifatdeneme/status/1246498949327998977,positive,positive,coca cola
https://twitter.com/kemalgulerrr/status/1236776011636920332,negative,negative,trendyol
https://twitter.com/SevkAry/status/1233170648807198721,negative,negative,turkcell
https://twitter.com/senkuslarauymaa/status/1222631439222657024,positive,neutral,coca cola
https://twitter.com/GunalpTasdelen/status/1223353356334268421,negative,negative,turkcell
https://twitter.com/devrimlerine/status/1214226683655524352,positive,neutral,coca cola
https://twitter.com/GlsmDnmez/status/1254190147995869194,positive,positive,trendyol
https://twitter.com/disiii_aslannn/status/1217199937638862848,negative,negative,turkcell
https://twitter.com/caua59889736/status/1263248830205759489,neutral,positive,hepsiburada
https://twitter.com/leegunwo/status/1213197146461216772,negative,negative,coca cola
https://twitter.com/naberlanzevzek/status/1216861143463092224,neutral,neutral,whatsapp
https://twitter.com/mustafa_aakkus/status/1216463299111505920,negative,negative,turkcell
https://twitter.com/burakcetinhbbb/status/1222601444962054151,positive,neutral,coca cola
https://twitter.com/dis_timu/status/1220114407105204225,negative,negative,ekşi sözlük
https://twitter.com/nuravcci/status/1264704977609592832,negative,negative,trendyol
https://twitter.com/aseedeee/status/1246861164501491714,neutral,positive,coca cola
https://twitter.com/kanarya__07/status/1228084030727479296,negative,negative,turkcell
https://twitter.com/ADEMULFAZOLU/status/1231675517893566465,neutral,neutral,trendyol
https://twitter.com/elifartan9/status/1265752604551847938,negative,negative,hepsiburada
https://twitter.com/nehelomu/status/1246566361117216768,neutral,neutral,trendyol
https://twitter.com/noracizm/status/1231693817310523395,negative,negative,trendyol
https://twitter.com/rosiejetsonn/status/1266809776698281984,neutral,neutral,hepsiburada
https://twitter.com/queenofananas/status/1232781733998792705,neutral,negative,coca cola
https://twitter.com/denishernand3z/status/1257455443624026113,negative,negative,trendyol
https://twitter.com/KZguncesi/status/1251284501289975808,positive,positive,trendyol
https://twitter.com/egegirsen/status/1229516704604213249,neutral,neutral,coca cola
https://twitter.com/onucnokta4/status/1223712595552669697,positive,neutral,coca cola
https://twitter.com/islamianalizhm/status/1233117165890482176,negative,negative,coca cola
https://twitter.com/EksiGundem/status/1255984063082639363,neutral,neutral,ekşi sözlük
https://twitter.com/avrupatarihi_/status/1233800500526616576,neutral,neutral,coca cola
https://twitter.com/amedinhanimi/status/1255283347212906496,negative,negative,trendyol
https://twitter.com/IndirimMarketim/status/1262767248713736194,neutral,neutral,hepsiburada
https://twitter.com/mazikeeninhell/status/1262874687304065024,neutral,negative,turkcell
https://twitter.com/godtierfati/status/1219659428552761346,negative,negative,coca cola
https://twitter.com/Sgksu5/status/1263974187980505102,negative,negative,trendyol
https://twitter.com/DenzAlprsln/status/1236023906483519490,negative,negative,trendyol
https://twitter.com/withbusbus/status/1220119423773814784,neutral,neutral,whatsapp
https://twitter.com/HErcan1903/status/1241098687469817857,positive,positive,trendyol
https://twitter.com/_brcasln/status/1220107524311060481,neutral,negative,trendyol
https://twitter.com/minemadenciii/status/1226974108430278656,negative,negative,trendyol
https://twitter.com/hurufmd/status/1217554015212523520,positive,positive,trendyol
https://twitter.com/namlunemli/status/1229144622238240770,neutral,neutral,ekşi sözlük
https://twitter.com/bitchisshere/status/1215380074138161153,negative,negative,trendyol
https://twitter.com/senayamankayaa/status/1235346439645155329,positive,positive,whatsapp
https://twitter.com/SergenGerman/status/1217944746011889665,positive,neutral,whatsapp
https://twitter.com/j3a5sg/status/1245138378733105153,neutral,negative,whatsapp
https://twitter.com/papyontakankiz/status/1246946240505548801,negative,neutral,ekşi sözlük
https://twitter.com/gelbiikonuscaz/status/1240384041892929537,negative,negative,trendyol
https://twitter.com/floatininspace/status/1221137104459247616,neutral,neutral,coca cola
https://twitter.com/FtmayknErtekin/status/1226650344559697921,positive,positive,trendyol
https://twitter.com/penavideo/status/1213505370401886209,neutral,neutral,ekşi sözlük
https://twitter.com/shokteresting/status/1225901920856018944,negative,negative,coca cola
https://twitter.com/Muhammedyaavuz/status/1259624435461619715,neutral,negative,trendyol
https://twitter.com/nuursema_/status/1212884585358467072,neutral,neutral,whatsapp
https://twitter.com/rocktoryum/status/1236430782081753088,positive,positive,whatsapp
https://twitter.com/colicoker/status/1237885244583206915,neutral,neutral,trendyol
https://twitter.com/Gorkluce/status/1253098060458098688,neutral,neutral,ekşi sözlük
https://twitter.com/hknttr/status/1259927895654400000,negative,negative,hepsiburada
https://twitter.com/birgulgulerrr/status/1228775887186862081,negative,negative,turkcell
https://twitter.com/merak_eden/status/1213165077886590976,neutral,negative,hepsiburada
https://twitter.com/krstaltn/status/1223031133782401025,neutral,positive,whatsapp
https://twitter.com/xgeneldeuykulu/status/1223732598914060290,negative,negative,trendyol
https://twitter.com/umuthanacarlar/status/1217943847700922368,neutral,negative,whatsapp
https://twitter.com/ufukose1/status/1215392351482535936,positive,positive,turkcell
https://twitter.com/dmrrssnm/status/1231671562606170119,negative,negative,coca cola
https://twitter.com/strvmusic/status/1220845294318956547,negative,negative,turkcell
https://twitter.com/birdilimhuzurr/status/1250186839656402944,negative,negative,trendyol
https://twitter.com/beguussxx/status/1217207431178137600,negative,negative,trendyol
https://twitter.com/_sputnik_7/status/1215055344055078918,neutral,negative,whatsapp
https://twitter.com/cannamer1/status/1220840598019723270,neutral,positive,whatsapp
https://twitter.com/MmertUsluu/status/1218316812036857857,negative,negative,coca cola
https://twitter.com/elizabetcarterr/status/1255991701312868353,neutral,negative,turkcell
https://twitter.com/amasagduyulu/status/1242842433488117767,neutral,neutral,coca cola
https://twitter.com/k22bra/status/1257075579960033281,negative,negative,turkcell
https://twitter.com/cihantur/status/1260349445390073857,positive,positive,ekşi sözlük
https://twitter.com/benhalavaree/status/1258540549700640769,negative,negative,turkcell
https://twitter.com/tambileydiyim/status/1244749290502791169,positive,positive,trendyol
https://twitter.com/vanadyuum/status/1259992432193740800,neutral,negative,trendyol
https://twitter.com/maktas1976/status/1215382157809651729,negative,negative,turkcell
https://twitter.com/dogubsr/status/1225553942328815616,neutral,neutral,turkcell
https://twitter.com/yesevi0/status/1236046137867542530,positive,negative,turkcell
https://twitter.com/gokyuzuolsakk/status/1223751210290876422,positive,positive,turkcell
https://twitter.com/alihanbayndir/status/1216108516894703616,neutral,neutral,coca cola
https://twitter.com/tubacylan/status/1246576774756040709,positive,positive,trendyol
https://twitter.com/gizemdayi/status/1235954491062661120,positive,positive,coca cola
https://twitter.com/berkbabalik/status/1215691987464179713,positive,neutral,coca cola
https://twitter.com/olcidiyelim/status/1225542760222121985,neutral,negative,trendyol
https://twitter.com/elfcprz/status/1258908717300531206,positive,negative,turkcell
https://twitter.com/kotuhissediyorm/status/1219023588130467841,negative,negative,coca cola
https://twitter.com/pelindiribiyik/status/1219032777758212101,neutral,positive,whatsapp
https://twitter.com/virvirviiir/status/1238230035275939840,negative,negative,trendyol
https://twitter.com/bigxyss/status/1237881520515252227,neutral,neutral,trendyol
https://twitter.com/nurmagden/status/1215419706091409411,negative,negative,turkcell
https://twitter.com/ilkaygitbasimdn/status/1243673843853598720,positive,positive,trendyol
https://twitter.com/safakaplaan/status/1220492063558508546,negative,negative,trendyol
https://twitter.com/sevmektenibaret/status/1237521657624793088,neutral,negative,whatsapp
https://twitter.com/doguzilla/status/1265778621500796928,positive,neutral,turkcell
https://twitter.com/heidilaylay/status/1228099159187755008,negative,neutral,whatsapp
https://twitter.com/mumiliss/status/1213926127250673664,neutral,negative,coca cola
https://twitter.com/sevvaldincc/status/1222291007066333186,neutral,neutral,trendyol
https://twitter.com/BurakMertk/status/1262771529626136577,negative,negative,hepsiburada
https://twitter.com/semashiin/status/1245469082805305344,positive,neutral,trendyol
https://twitter.com/timo7676/status/1267170246823153664,negative,negative,hepsiburada
https://twitter.com/sevvalknbrr/status/1264341573275443202,negative,negative,turkcell
https://twitter.com/bilgehanata/status/1220412129527959553,negative,negative,hepsiburada
https://twitter.com/gorkemnermin/status/1254913838832668673,negative,negative,trendyol
https://twitter.com/AttilaKoksal/status/1225532297018998785,positive,positive,coca cola
https://twitter.com/efeozkanca/status/1226292913660973056,neutral,negative,whatsapp
https://twitter.com/havuncem/status/1226613543593742336,negative,negative,ekşi sözlük
https://twitter.com/afillinick/status/1213100474016108545,neutral,negative,coca cola
https://twitter.com/paladine34/status/1237519817462009857,neutral,negative,whatsapp
https://twitter.com/uym01/status/1216495518823657472,negative,negative,trendyol
https://twitter.com/mismik_/status/1260338306488958977,negative,negative,turkcell
https://twitter.com/ibofuzz/status/1232437164849283072,negative,negative,ekşi sözlük
https://twitter.com/narcissus_avsar/status/1228827520759410689,negative,negative,trendyol
https://twitter.com/fiyatarsivi/status/1259559433698529283,neutral,neutral,hepsiburada
https://twitter.com/Kako804/status/1220101521892835330,positive,positive,turkcell
https://twitter.com/Yusuf_Kovanci/status/1262524572143845377,neutral,negative,turkcell
https://twitter.com/harbingermi/status/1234962520970006530,positive,positive,turkcell
https://twitter.com/YagmurDisbudak/status/1257822097411379201,negative,negative,trendyol
https://twitter.com/yokdeve/status/1241067501921996800,negative,negative,coca cola
https://twitter.com/buttkkh/status/1222660155852062720,neutral,positive,whatsapp
https://twitter.com/Elifblc7/status/1218671856573669377,neutral,negative,whatsapp
https://twitter.com/GulsenOzdemirrr/status/1257457293626613760,neutral,positive,trendyol
https://twitter.com/ecevnl/status/1217546596914737153,negative,negative,trendyol
https://twitter.com/nurhancetinkaya/status/1240332390846926848,positive,negative,coca cola
